,time,reward_mean,reward_std
336,100546.82598567009,-0.56,0.549
337,100850.45618605614,-0.228,0.337
338,101151.52859330177,-0.64,0.684
339,101453.35900425911,-0.08,1.029
340,101754.64351010323,0.002,0.091
341,102055.73736596107,-0.438,0.594
342,102357.52991390228,-0.797,0.423
343,102661.78129053116,-0.185,0.482
344,102963.12791872025,-1.18,1.378
345,103264.3270277977,-0.367,0.572
346,103565.7366464138,-0.503,0.568
347,103866.45638370514,-0.67,0.499
348,104167.49461364746,-0.285,0.679
349,104472.02470493317,-0.55,1.099
350,104773.84582185745,-0.925,0.886
351,105076.01390957832,-0.628,1.188
352,105378.5230679512,-0.105,0.167
353,105680.08653402328,-0.405,0.439
354,105982.33960556984,-0.518,0.485
355,106287.56841182709,-0.7,0.451
356,106589.68264770508,-0.013,0.165
357,106892.35026144981,-0.387,0.419
358,107193.16006207466,-0.403,0.736
359,107495.27116417885,-0.26,0.531
360,107797.37846589088,-0.855,0.26
361,108103.3509452343,-0.497,0.627
362,108405.92913460732,-0.65,0.613
363,108708.2905550003,-0.38,0.553
364,109009.16739559174,0.08,0.05
365,109310.80113434792,-1.34,1.276
366,109612.70876169205,-0.523,0.697
367,109918.28302311897,-0.463,0.335
368,110220.26181340218,-0.83,0.319
369,110522.31297206879,-0.523,0.645
370,110824.59031057358,-1.025,0.114
371,111127.9828941822,-0.35,0.497
372,111431.51893806458,-0.287,0.796
373,111735.97652554512,-0.388,0.682
374,112037.12135338783,-0.807,1.075
375,112339.09641838074,0.083,0.166
376,112639.45930051804,-0.822,0.463
377,112941.37063193321,-0.728,0.537
378,113242.15462708473,-0.603,0.655
379,113546.26935815811,-0.26,0.537
380,113846.93173885345,-0.578,0.601
381,114147.82846999168,-0.81,1.002
382,114450.01014375687,-0.195,0.766
383,114750.25185227394,-0.223,0.439
384,115051.61090040207,0.09,0.709
385,115355.90497374535,-0.168,0.245
386,115657.22414445877,-0.48,0.711
387,115958.43054127693,0.04,0.135
388,116259.58719134331,-0.287,0.527
389,116561.1379673481,-0.155,0.065
390,116862.47801232338,-1.0,0.829
391,117166.51821947098,-0.483,0.652
392,117469.0425503254,-0.248,0.498
393,117770.23878908157,-0.518,0.541
394,118070.82888293266,-0.155,0.105
395,118371.55801105499,-0.125,0.292
396,118672.7116959095,-0.8,0.566
397,118977.31044602394,-0.482,0.51
398,119278.84125328064,-0.182,0.518
399,119580.74740815163,-1.333,0.957
400,119882.39239835739,-1.052,0.8
401,120183.32619976997,-0.215,0.626
402,120484.15295290947,0.215,0.654
403,120788.09292912483,-0.1,0.296
404,121089.82004356384,0.033,0.142
405,121391.77853322029,-1.12,0.167
406,121693.50848865509,-1.032,0.867
407,121995.81000065804,-0.453,0.568
408,122297.47162342072,-0.485,0.76
409,122602.64480495453,-0.932,0.779
410,122904.5948433876,-1.04,0.088
411,123206.17323946953,-0.807,0.418
412,123508.0228266716,-0.833,0.871
413,123810.22300958633,-0.148,0.369
414,124112.2243027687,-0.12,0.159
415,124417.54255771637,-0.773,0.399
416,124720.33283281326,-0.388,0.512
417,125022.35761189461,-0.775,0.449
418,125325.36495733261,-0.363,0.614
419,125627.63446116447,-0.73,0.499
420,125930.21194624901,-1.022,0.867
421,126234.86470890045,-0.435,0.444
422,126536.96710300446,-0.95,0.665
423,126839.13345170021,-0.307,0.443
424,127140.76234936714,-1.19,1.206
425,127441.49979233742,-0.613,0.496
426,127742.89713191986,-0.257,0.445
427,128046.62979030609,-0.89,0.694
428,128348.63852858543,-0.8,0.496
429,128649.3048195839,-0.135,0.257
430,128950.27477669716,-0.515,0.812
431,129251.85826826096,-0.115,0.581
432,129553.48495006561,-0.683,0.899
433,129856.90052819252,-0.347,0.736
434,130158.34213161469,-0.505,0.55
435,130459.18061161041,0.105,0.895
436,130759.99643230438,-0.017,0.211
437,131061.44966459274,-0.253,1.036
438,131362.54123163223,-0.88,0.684
439,131666.98145723343,-1.048,0.97
440,131968.87884831429,-0.497,0.612
441,132270.68535542488,-1.032,0.129
442,132572.15598082542,-0.522,0.684
443,132873.99490499496,-0.508,0.604
444,133175.88988494873,-0.347,0.673
445,133480.29286646843,-0.5,0.48
446,133781.9557454586,-1.328,0.896
447,134083.53859114647,-0.352,0.568
448,134384.9630560875,-0.26,0.521
449,134686.79661750793,-0.113,0.199
450,134988.6707458496,-0.755,1.044
451,135293.1469423771,-0.738,0.497
452,135595.28696465492,-0.83,0.739
453,135897.43993878365,0.09,0.261
454,136200.0735309124,-0.672,0.576
455,136501.63048100471,-0.333,0.655
456,136802.61048078537,-0.585,0.728
457,137106.33024144173,-1.02,0.082
458,137408.0979294777,-0.332,0.659
459,137709.7261543274,-0.458,0.561
460,138012.0246553421,-0.502,0.626
461,138313.78865003586,-0.305,0.724
462,138616.81396126747,-0.568,0.674
463,138921.3417415619,-0.892,0.554
464,139223.30474328995,-0.46,0.726
465,139524.9010872841,-0.52,0.549
466,139827.34182453156,-0.42,0.457
467,140129.3370771408,-0.825,1.04
468,140431.51754379272,-0.512,1.059
469,140735.66028761864,-0.685,1.16
470,141037.7406475544,-0.565,0.678
471,141339.6756155491,-0.04,0.223
472,141641.45647859573,-1.203,0.269
473,141943.5724055767,-0.823,0.542
474,142245.41655635834,-0.738,0.535
475,142549.80724453926,-0.52,0.905
476,142851.74407076836,-0.633,0.434
477,143153.73183059692,-0.438,0.596
478,143456.0930466652,-0.565,0.604
479,143758.32801485062,-0.802,0.813
480,144060.38606715202,-0.34,0.508
481,144365.34537911415,-0.117,0.152
482,144668.30293750763,0.053,0.119
483,144970.71994519234,-0.607,0.555
484,145273.21206855774,-0.593,0.64
485,145575.36159205437,-0.232,0.411
486,145877.89186120033,-0.715,0.552
487,146183.02823591232,-0.995,0.851
488,146485.15478658676,-0.495,0.509
489,146787.27916312218,-0.775,0.382
490,147089.4867966175,-0.695,0.884
491,147391.56956243515,-0.512,0.419
492,147693.88832759857,-1.222,1.034
493,147999.1419520378,-0.892,0.528
494,148301.79566287994,-0.302,0.575
495,148604.05009412766,-0.25,0.544
496,148906.2534453869,-0.68,1.097
497,149208.33785104752,-0.228,1.041
498,149509.8603925705,-0.595,1.115
499,149814.7537305355,-0.65,1.035
500,150117.39251732826,-0.7,0.627
501,150419.63822245598,-0.732,0.541
502,150721.26312494278,-0.647,0.928
503,151022.83687615395,-0.238,0.345
504,151325.07226657867,-0.138,0.514
505,151630.8828728199,-0.797,0.49
506,151932.527217865,-0.09,0.216
507,152235.36517715454,-0.73,0.517
508,152537.33952093124,0.043,0.258
509,152839.62043452263,-0.235,0.344
510,153141.35487508774,-0.505,0.675
511,153445.74368333817,-0.723,0.443
512,153747.56282758713,-0.8,0.305
513,154049.6366262436,-0.26,0.541
514,154351.98081183434,0.022,0.081
515,154653.39596104622,-0.378,0.552
516,154955.0506017208,-0.682,0.656
517,155260.0531694889,-0.645,0.789
518,155561.73251223564,-0.208,0.587
519,155863.96171355247,-0.508,0.664
520,156166.51105451584,-0.357,0.467
521,156468.70944786072,-1.13,0.939
522,156770.2032136917,-0.713,0.574
523,157075.1815700531,-0.207,0.537
524,157376.14677786827,-0.943,1.363
525,157678.83029532433,-0.412,0.499
526,157980.95952367783,-0.647,0.531
527,158282.90617585182,-0.428,0.949
528,158584.880038023,-0.78,0.414
529,158888.77527046204,-0.565,0.603
530,159190.57077527046,-0.385,0.562
531,159492.22189474106,-0.237,0.474
532,159793.8459057808,-0.505,0.685
533,160096.23713588715,-0.25,0.552
534,160398.49105215073,-0.207,0.624
535,160703.83191800117,-0.708,0.515
536,161006.2437400818,-0.53,0.559
537,161308.47960472107,-0.718,0.656
538,161610.43360614777,0.077,0.161
539,161912.32773327827,-1.13,0.112
540,162214.1315393448,-0.573,0.643
541,162518.49883317947,-0.52,0.711
542,162818.88142204285,-0.598,0.593
543,163120.58145475388,-0.927,0.532
544,163421.3638420105,0.178,0.882
545,163722.82187700272,-0.233,0.695
546,164025.44330096245,-0.355,1.078
547,164330.46520924568,-0.545,0.99
548,164631.38188552856,-0.43,0.469
549,164932.27267503738,-0.177,0.443
550,165233.1769182682,-1.055,0.168
551,165533.52429437637,-0.638,0.445
552,165834.70285964012,-0.213,0.371
553,166138.18152809143,-0.202,0.391
554,166439.44317674637,-0.228,0.51
555,166740.41782689095,-0.15,0.733
556,167041.26898360252,-0.785,0.518
557,167342.38346743584,-0.443,0.836
558,167644.34582066536,-0.542,0.537
559,167948.15582323074,-0.833,0.294
560,168249.01749372482,-0.432,0.448
561,168549.940223217,-0.665,0.392
562,168850.56016421318,-0.233,0.538
563,169151.47575497627,-0.838,0.519
564,169452.48779964447,-0.258,0.4
565,169756.87609887123,-0.01,0.11
566,170057.6278679371,-0.848,0.406
567,170358.75001382828,-0.102,0.153
568,170659.89475131035,-0.73,0.498
569,170960.5041706562,-0.097,0.609
570,171260.7878499031,-0.347,0.739
571,171563.92752432823,-1.118,0.095
572,171864.36244630814,-0.83,0.786
573,172164.7383491993,-0.655,0.617
574,172465.4391798973,-0.568,0.864
575,172766.15767359734,-0.99,0.138
576,173065.9737045765,-0.897,0.634
577,173369.78467607498,-0.372,0.489
578,173670.47651791573,-0.29,0.698
579,173971.09718322754,-0.788,0.658
580,174271.46785330772,-0.425,0.753
581,174573.08599591255,-0.537,0.573
582,174873.6948621273,-0.478,1.034
583,175176.46677350998,-0.385,0.327
584,175476.73941230774,-0.32,0.623
585,175778.12316012383,0.1,0.131
586,176078.59317040443,-0.685,0.569
587,176379.5517923832,-1.052,0.092
588,176679.76374411583,-0.555,0.595
589,176983.8111011982,0.042,0.166
590,177285.56321001053,-0.395,0.692
591,177587.20843958855,-0.47,0.441
592,177888.7581140995,0.042,0.165
593,178190.5722911358,-0.26,0.504
594,178491.61166882515,-0.843,0.551
595,178795.69512844086,-0.135,0.476
596,179097.0083334446,-0.778,0.53
597,179398.93329763412,-0.703,0.373
598,179700.50168848038,-0.487,0.473
599,180002.24420428276,-0.995,1.409
600,180303.24650764465,-0.383,0.417
601,180606.71237111092,-0.525,0.646
602,180907.9512205124,-0.89,1.142
603,181208.90180706978,-0.615,0.793
604,181509.74384522438,-0.62,0.745
605,181810.00019168854,-1.11,0.544
606,182110.29491639137,-0.295,0.447
607,182413.6196038723,-0.042,0.681
608,182714.89024329185,-1.04,0.254
609,183016.16930150986,0.07,0.262
610,183319.211810112,-0.255,0.616
611,183620.38164639473,-0.035,0.168
612,183921.56006097794,-0.745,0.576
613,184225.22039031982,-0.195,0.762
614,184527.20852804184,-0.48,0.563
615,184829.1537923813,0.05,0.091
616,185131.12257528305,-0.512,0.439
617,185433.8198618889,-0.797,0.516
618,185735.27582001686,-0.612,1.187
619,186038.60817718506,-0.355,0.489
620,186339.5922563076,-0.35,0.482
621,186642.14172911644,-0.555,0.539
622,186943.25293922424,-0.83,0.765
623,187244.16316843033,0.025,0.371
624,187545.58465266228,-0.5,0.403
625,187850.96403741837,-0.863,0.609
626,188152.17620825768,-0.715,0.326
627,188453.12819314003,-0.235,0.424
628,188754.87990999222,-0.488,0.619
629,189056.32596302032,-0.907,0.16
630,189358.57528972626,-0.595,0.549
631,189662.81432771683,-0.347,0.537
632,189964.56359910965,-0.34,0.413
633,190266.72998332977,-0.515,0.74
634,190568.91726732254,-0.13,0.693
635,190870.67071437836,-0.01,0.243
636,191171.6350185871,-0.562,0.767
637,191475.75987815857,-0.293,0.541
638,191776.96675920486,-0.485,0.675
639,192078.21979737282,-0.543,0.553
640,192380.3371129036,-0.568,0.69
641,192682.27569770813,-0.64,1.074
642,192984.26958870888,-0.583,0.582
643,193289.00556898117,-0.975,0.862
644,193591.37068510056,-0.473,0.591
645,193894.70407938957,-0.218,0.707
646,194196.93932628632,-0.583,0.486
647,194498.7230949402,-0.12,0.19
648,194800.34304261208,-0.56,0.699
649,195104.38828516006,0.065,0.081
650,195405.41577601433,-0.015,0.086
651,195706.1572008133,-0.537,0.645
652,196007.72177124023,-0.4,0.571
653,196309.06264591217,-0.608,0.633
654,196610.37596654892,-1.167,0.148
655,196914.55410766602,-0.598,0.514
656,197215.7240035534,-0.13,0.496
657,197516.26183962822,-0.318,0.65
658,197817.42391514778,0.145,0.184
659,198118.12851047516,-0.375,0.532
660,198418.93849897385,-0.485,0.623
661,198722.45006513596,-0.42,0.734
662,199024.1410524845,-0.36,0.559
663,199325.00859498978,-0.552,0.431
664,199625.9302687645,-0.622,0.429
665,199927.2478172779,-0.352,0.64
666,200228.22637462616,-0.402,0.533
667,200533.06411790848,-0.015,0.37
668,200834.03576922417,-0.82,0.835
669,201135.4092233181,-0.693,0.433
670,201435.92163658142,-0.203,0.361
671,201736.96599888802,-0.355,0.506
672,202038.52071642876,-0.765,1.216
673,202342.64568138123,-0.972,1.486
674,202645.3884882927,-0.622,0.615
675,202947.58651065826,-0.62,0.522
676,203249.3309879303,-1.265,0.462
677,203551.47838878632,-0.758,0.531
678,203854.17815947533,-0.215,0.601
679,204159.09043860435,-0.24,0.511
680,204461.24331498146,-0.732,0.291
681,204763.71996212006,-0.568,0.6
682,205065.8430609703,-0.233,0.578
683,205367.71294474602,-0.82,0.497
684,205669.41957736015,0.05,0.091
685,205974.37104916573,-0.57,0.719
686,206275.8279337883,-0.68,0.632
687,206577.59920620918,-0.423,0.478
688,206879.7711210251,-0.605,0.596
689,207181.21617245674,-1.093,0.131
690,207482.71946811676,-0.528,0.633
691,207787.3540916443,-0.263,0.734
692,208088.69644713402,-1.498,1.598
693,208390.01971316338,-0.907,0.35
694,208691.6109907627,-0.685,0.548
695,208993.7959394455,-0.202,0.539
696,209295.691106081,-0.532,0.572
697,209600.35461640358,-0.455,0.455
698,209902.3109998703,-0.897,0.89
699,210203.2593717575,-0.518,0.647
700,210505.0998930931,-0.645,0.651
701,210806.41204500198,-1.222,0.628
702,211108.24223184586,-0.232,0.389
703,211412.8144288063,-0.5,0.678
704,211714.42046236992,0.19,0.111
705,212015.622879982,-0.97,1.078
706,212317.26792263985,-1.135,0.048
707,212618.4980711937,-0.073,0.174
708,212919.91412901878,0.035,0.716
709,213224.84700894356,-0.167,0.575
710,213527.2113378048,-0.868,0.53
711,213829.21660852432,-0.21,0.5
712,214131.13878583908,-1.117,0.104
713,214432.8877491951,-0.223,0.469
714,214734.45954799652,-0.578,0.362
715,215038.9777159691,-0.588,0.466
716,215340.93270039558,-0.66,0.551
717,215642.20429301262,-0.62,0.688
718,215943.61713123322,-0.42,0.407
719,216246.25542926788,-0.097,0.523
720,216547.2010655403,-0.605,0.293
721,216851.26375889778,-0.775,0.629
722,217153.1893107891,-0.875,0.137
723,217455.48855781555,0.215,0.068
724,217757.33099675179,-0.163,0.48
725,218058.308065176,-0.853,0.443
726,218359.61231064796,-0.09,0.101
727,218664.22552347183,-0.503,0.474
728,218965.88568615913,-0.603,0.451
729,219268.0253651142,-0.498,0.439
730,219569.96457791328,-0.465,0.749
731,219872.1871919632,-0.993,0.856
732,220172.62672472,-0.715,0.479
733,220477.47306108475,-0.412,0.607
734,220779.14039611816,-0.353,0.503
735,221080.7886109352,-0.44,0.809
736,221382.41689229012,-0.315,0.499
737,221683.8487150669,-0.632,0.713
