,time,reward_mean,reward_std
144,132292.84152412415,-0.975,0.857
145,133217.85572767258,-0.48,0.705
146,134127.06241369247,0.342,0.465
147,135035.52523756027,0.45,0.606
148,135951.06794548035,-0.13,0.496
149,136868.84122800827,0.155,0.801
150,137786.28897166252,-0.005,0.64
151,138708.6821229458,-0.067,0.62
152,139624.4390859604,-0.015,0.533
153,140538.36277246475,0.357,0.58
154,141462.54488921165,-0.693,0.501
155,142378.4290792942,-0.09,0.538
156,143283.48842787743,0.215,0.137
157,144204.3286499977,0.255,0.105
158,145120.59532642365,0.05,0.666
159,146029.03546595573,-0.633,0.552
160,146937.82405161858,0.132,0.1
161,147845.7398993969,0.425,1.01
162,148755.94074368477,-0.34,0.738
163,149684.74031066895,-0.077,0.532
164,150595.7934641838,-0.082,0.584
165,151506.95821261406,-0.275,0.67
166,152419.71010017395,0.2,0.939
167,153323.11782574654,-0.632,0.621
168,154241.17086148262,-0.127,0.522
169,155154.89023852348,-0.247,0.632
170,156072.5222940445,0.107,0.956
171,156993.65260529518,-0.602,0.633
172,157909.00860738754,0.202,0.857
173,158820.02938103676,-0.097,0.912
174,159731.55279898643,-0.63,0.579
175,160655.24889039993,0.415,0.583
176,161563.25182628632,0.138,0.869
177,162484.58025622368,-0.755,0.604
178,163394.34828400612,0.125,0.171
179,164309.33316612244,0.015,0.63
180,165233.49242830276,0.192,0.222
181,166151.27287507057,0.473,0.365
182,167059.47891497612,0.075,0.204
183,167975.1954650879,-0.515,0.573
184,168889.250695467,-0.193,1.007
185,169800.9479689598,-0.03,0.694
186,170715.4185872078,-0.07,0.495
187,171636.65351891518,0.37,0.574
