,time,reward_mean,reward_std
88,26043.46651983261,-0.052,0.31
89,26338.325899362564,-0.013,0.309
90,26633.71273970604,-0.01,0.253
91,26931.476982831955,-0.38,0.425
92,27226.473129034042,-0.68,0.664
93,27521.08316373825,-0.28,0.488
94,27815.40452861786,-0.39,0.498
95,28110.27524662018,-0.615,0.428
96,28404.324311494827,-0.74,1.148
97,28702.215276241302,-0.288,0.596
98,28996.54247689247,-0.492,0.523
99,29291.023924827576,-0.303,0.663
100,29585.734786510468,-0.165,0.307
101,29880.038810253143,-0.503,0.562
102,30174.49854207039,-0.502,0.312
103,30472.48575925827,-0.178,0.538
104,30767.677141189575,-0.097,0.532
105,31062.741538763046,-0.17,0.347
106,31357.183644771576,-1.07,0.847
107,31652.141515493393,-0.738,0.654
108,31947.396515130997,-0.792,0.527
109,32245.06197452545,-0.48,0.729
110,32539.549444913864,-0.09,0.141
111,32834.37244391441,-0.635,0.631
112,33128.385719537735,-0.142,0.704
113,33422.89833068848,-0.603,0.619
114,33717.34051513672,-0.185,0.305
115,34015.2806019783,-0.287,0.55
116,34310.126163721085,-0.81,0.776
117,34604.62828350067,-1.257,0.764
118,34898.61925935745,-0.33,0.459
119,35192.73215508461,0.175,0.142
120,35486.79451417923,0.063,0.27
121,35784.53977584839,-0.168,0.059
122,36078.45862412453,-0.292,0.554
123,36373.080889225006,-0.345,0.837
124,36668.14789223671,-0.388,0.607
125,36962.92941951752,-0.955,1.036
126,37257.88922071457,-0.16,0.422
127,37554.89827656746,-0.945,0.713
128,37849.91917204857,-0.542,0.508
129,38144.954458236694,0.08,0.197
130,38439.006652355194,-0.398,0.446
131,38733.02810835838,-0.645,0.693
132,39028.03484225273,-0.39,0.586
133,39324.59861779213,-0.923,0.747
134,39618.89258027077,-0.163,0.177
135,39912.91397571564,-0.91,0.547
136,40207.76057291031,-0.405,0.475
137,40502.10880923271,-0.753,0.507
138,40796.6442053318,-0.493,0.573
139,41094.269966602325,-0.108,0.151
140,41389.15267372131,-0.542,0.597
141,41683.666402339935,-0.195,0.572
142,41978.23218178749,-0.175,0.712
143,42272.49610066414,-0.573,0.491
144,42567.368589639664,-0.915,0.613
145,42864.90892791748,-0.438,0.622
146,43159.58744239807,-0.355,0.582
147,43455.165273189545,-1.427,0.496
148,43750.02480149269,-0.243,0.38
149,44045.37284946442,-0.313,0.213
150,44341.02602505684,-0.797,0.473
151,44638.06837797165,-0.425,0.569
152,44932.28356766701,-0.407,0.628
153,45227.54827427864,-0.49,0.656
154,45521.841042518616,-0.425,0.636
155,45815.541246175766,0.005,0.189
156,46109.91024065018,-0.71,0.623
157,46406.973247528076,-0.677,0.72
158,46701.90809965134,-0.262,0.754
159,46996.309255599976,0.075,0.324
160,47290.890755176544,-0.792,0.536
161,47585.34868693352,-0.978,0.648
162,47879.54249835014,-0.175,0.538
163,48177.54242634773,-0.722,0.502
164,48472.14429950714,-0.225,0.508
165,48766.57216858864,-0.333,0.649
166,49061.319283008575,-0.268,0.483
167,49356.37110495567,-0.46,0.558
168,49651.44965291023,-0.54,0.93
169,49949.0409219265,-1.228,0.445
170,50244.08094382286,-0.425,0.507
171,50538.32735705376,-1.088,0.315
172,50833.378774404526,-0.583,0.591
173,51127.776705265045,-0.58,0.625
174,51422.75026988983,-0.427,0.623
175,51720.28078866005,-0.615,0.603
176,52015.20870566368,-0.275,0.65
177,52310.31923484802,-0.288,0.552
178,52605.540239572525,-0.287,0.461
179,52899.849185466766,-0.412,0.487
180,53194.25673079491,-0.655,1.09
181,53491.48623776436,-0.635,0.428
182,53786.300481557846,-0.873,0.587
183,54080.494658470154,-0.49,0.6
184,54375.522555828094,-0.318,0.563
185,54669.791489601135,-0.743,0.766
186,54964.13554906845,-0.573,1.709
187,55261.48120427132,-0.602,0.666
188,55556.288460731506,-0.598,1.302
189,55851.053225278854,-0.278,0.326
190,56146.43108057976,-0.785,0.995
191,56440.49925136566,-0.485,0.574
192,56735.60040092468,-0.953,1.261
193,57033.410913705826,-0.398,0.589
194,57328.11485528946,-0.297,0.612
195,57623.11106777191,-0.097,0.606
196,57917.67426919937,-0.927,1.245
197,58212.32320022583,0.005,0.356
198,58506.78167486191,-0.533,0.648
199,58804.773529052734,-0.713,0.634
200,59098.56921505928,-0.31,0.454
201,59393.01478743553,-0.608,0.545
202,59687.79975628853,-0.04,0.747
203,59982.03290820122,-0.915,0.608
204,60277.09031391144,-1.69,0.769
205,60574.12310504913,-0.2,0.408
206,60867.94906544685,-0.793,0.623
207,61162.11948084831,-1.098,0.864
208,61456.30766773224,-0.415,0.534
209,61751.38713002205,-0.183,0.545
210,62045.901601076126,-0.61,0.667
211,62343.158106565475,-0.468,0.51
212,62637.99522829056,-0.363,0.468
213,62932.80940723419,-0.075,0.163
214,63227.58314728737,-0.253,0.478
215,63522.311459064484,-0.68,0.395
216,63816.815816640854,-0.618,0.768
217,64114.27380442619,-0.503,0.57
218,64409.41936516762,-0.447,0.632
219,64704.85916185379,-0.85,0.491
220,64999.56438922882,-0.2,0.203
221,65294.15786790848,-0.253,0.494
222,65589.25110149384,0.055,0.251
223,65887.03388786316,-0.098,0.263
224,66181.76646375656,-0.932,0.628
225,66477.01363182068,0.12,0.166
226,66771.13265228271,0.022,0.986
227,67065.55215072632,-0.24,0.599
228,67360.12579989433,-0.492,0.506
229,67657.58429026604,-0.425,1.008
230,67952.18956518173,-0.225,0.346
231,68246.60255432129,-0.375,0.515
232,68541.32304739952,-0.292,0.547
233,68836.77986836433,-0.815,0.543
234,69132.17270803452,-0.39,0.689
235,69429.76885437965,0.087,0.308
236,69725.04460954666,-0.733,0.528
237,70020.33213567734,-0.688,0.561
238,70314.48910546303,-0.152,0.577
239,70608.83563160896,-0.267,0.558
240,70904.43504595757,-0.427,0.67
241,71201.24662208557,-0.625,0.519
242,71495.344673872,-0.76,0.449
243,71790.39160895348,-0.63,0.496
244,72084.9558122158,-0.565,0.741
245,72379.9008204937,-0.635,0.51
246,72674.70386385918,-0.677,0.434
247,72971.5918507576,-0.527,0.541
248,73266.56453037262,-0.18,0.6
249,73561.23865890503,-0.22,0.916
250,73855.44776296616,-0.282,0.681
251,74150.03278708458,-0.52,0.6
252,74445.37055754662,0.0,0.189
253,74742.55921173096,-0.025,0.149
254,75037.05198407173,-0.542,0.755
255,75332.12363028526,0.153,0.258
256,75626.6734263897,-0.18,0.507
257,75921.03666186333,-0.268,0.482
258,76215.30989718437,-0.973,0.627
259,76512.42827248573,-0.368,0.527
260,76806.77238798141,-0.83,0.548
261,77101.35715603828,0.0,0.174
262,77395.81922841072,-0.723,1.01
263,77690.74155974388,-0.655,0.752
264,77985.46165704727,-0.29,0.557
265,78282.65163302422,-0.448,0.577
266,78576.78321051598,-0.085,0.597
267,78871.65549516678,-0.18,0.565
268,79167.48697471619,-0.645,0.632
269,79462.0295381546,-0.447,0.662
270,79757.02697348595,-0.3,0.325
271,80054.36989665031,-0.372,0.569
272,80349.00005555153,-0.585,0.622
273,80643.47306966782,0.125,0.728
274,80938.46095919609,-0.985,0.819
275,81233.30462408066,-0.17,0.656
276,81527.7844593525,-0.405,0.521
277,81825.13822031021,-0.178,0.163
278,82119.6046731472,-1.01,1.245
279,82414.30175089836,0.103,0.199
280,82709.30441188812,-0.005,0.251
281,83004.13271093369,0.038,0.246
282,83298.93060564995,-0.975,0.658
283,83595.61979103088,-0.615,0.697
284,83889.95493030548,0.005,0.256
285,84184.60354757309,-0.343,0.437
286,84479.17333388329,-1.242,0.152
287,84773.24853539467,-0.022,0.25
288,85067.59356164932,-0.737,0.572
289,85364.76639676094,-0.448,1.041
290,85659.6010119915,-0.307,0.517
291,85954.66685605049,-0.253,0.722
292,86249.9914970398,-0.162,0.448
293,86544.89842700958,-0.878,0.28
294,86839.78147482872,0.015,0.117
295,87137.41665887833,-1.45,1.968
296,87431.50324583054,0.14,0.107
297,87725.77156352997,-0.915,0.353
298,88021.12559866905,-0.328,0.506
299,88315.63824343681,-0.23,0.48
300,88610.03547501564,-0.065,0.551
301,88907.0833826065,-0.492,0.598
302,89201.17864394188,-1.032,1.388
303,89496.12863206863,-1.055,0.815
304,89790.67244291306,-0.075,0.096
305,90084.94392728806,-0.49,0.593
306,90379.55997228622,0.4,0.421
307,90676.38340234756,-0.332,0.589
308,90970.69159984589,-0.588,0.527
309,91265.34168314934,-0.007,0.251
310,91560.03240680695,-0.45,0.747
311,91854.780534029,-0.073,0.179
312,92148.8661904335,-0.427,0.513
313,92447.42042827606,-0.425,0.921
314,92742.14595723152,0.123,0.2
315,93036.27427601814,-0.287,0.636
316,93331.06147909164,-0.38,0.572
317,93625.59172129631,-0.56,0.575
318,93920.57887172699,-0.565,0.819
319,94218.32268714905,-0.81,0.304
320,94512.98101973534,-0.272,0.642
321,94807.50062561035,-0.378,0.606
322,95101.80551552773,-0.285,0.414
323,95396.1213107109,-0.64,0.374
324,95690.38195133209,-0.163,0.486
325,95987.69614386559,-0.19,0.701
326,96281.55879330635,-0.168,0.245
327,96576.19606232643,-0.295,0.493
328,96870.57524394989,-0.175,0.085
329,97164.39079475403,-0.598,0.591
330,97459.5570807457,-0.848,0.825
331,97756.90067887306,-0.212,0.354
332,98052.00027346611,-0.232,0.896
333,98346.69343209267,-0.467,0.242
334,98642.27944684029,-0.5,0.562
335,98937.34117603302,-0.68,1.087
336,99232.37319111824,-0.235,0.735
337,99530.421667099,-0.375,0.396
338,99825.12656474113,-0.375,0.855
339,100119.64656877518,-0.312,0.52
340,100413.31929898262,-0.227,0.647
341,100707.96121764183,-0.393,0.657
342,101002.66472125053,-1.07,0.241
343,101300.0320661068,-0.475,0.642
344,101594.55527162552,-0.238,0.468
345,101888.47847890854,-0.24,0.578
346,102182.59302306175,-0.855,0.726
347,102477.57743024826,-0.55,0.576
348,102772.06220579147,-0.26,0.548
349,103069.59206795692,-0.532,0.965
350,103364.2976911068,-0.22,0.23
351,103659.17472887039,-0.53,0.52
352,103953.9364964962,-0.225,0.677
353,104248.0649588108,-0.848,0.66
354,104542.90534710884,-0.237,0.389
355,104840.27918553352,-0.245,0.773
356,105135.02820372581,-0.64,1.498
357,105429.91636633873,-0.625,0.591
358,105725.49099516869,-0.258,0.536
359,106020.18399715424,-0.66,0.937
360,106315.05189204216,-0.098,0.175
361,106612.31008958817,-0.02,0.153
362,106907.21398973465,-0.205,0.481
363,107201.84653544426,-0.003,0.314
364,107496.47198367119,-0.455,0.511
365,107791.14332818985,-1.09,0.07
366,108085.67470884323,-0.34,0.671
367,108382.93192124367,-0.423,0.64
368,108677.77945804596,-0.513,0.673
369,108972.15860176086,-0.177,0.246
370,109265.80879354477,-0.295,0.583
371,109559.57276439667,-0.262,0.55
372,109853.61757206917,-0.325,0.602
373,110151.15521597862,-0.76,1.131
374,110445.59221768379,-0.235,0.586
375,110739.9482011795,-0.515,0.615
376,111034.51656627655,-0.713,0.508
377,111329.70594215393,-0.435,0.59
378,111625.04020738602,-0.557,0.59
379,111923.25094771385,-0.853,0.455
380,112217.70564293861,-0.278,0.562
381,112512.211830616,-0.268,0.644
382,112806.31843042374,-0.448,0.669
383,113101.09905195236,-0.462,0.899
384,113395.67744112015,-0.648,0.901
385,113692.9869916439,-0.532,0.615
386,113987.7955672741,-0.488,0.54
387,114283.19599080086,-0.245,0.599
388,114578.12568974495,-0.245,0.453
389,114873.15137124062,-0.365,0.461
390,115168.05391979218,-0.67,0.719
391,115466.23996973038,-0.583,0.842
392,115761.27468776703,-0.33,0.699
393,116055.92307162285,-0.205,0.679
394,116350.75720357895,-0.915,0.504
395,116645.17194533348,-0.045,0.272
396,116939.24171495438,-0.427,0.6
397,117236.2795882225,-0.358,0.544
398,117530.54116463661,-0.585,0.65
399,117824.47421216965,-0.485,0.612
400,118118.88496899605,-0.528,0.55
401,118413.63122725487,-0.53,0.751
402,118707.77184414864,0.002,0.194
403,119005.41215825081,-0.738,0.972
404,119299.75192403793,-0.63,0.659
405,119593.8323893547,-0.235,0.584
406,119888.35833382607,-0.355,0.434
407,120183.27318763733,-0.507,0.372
408,120477.3025701046,-0.227,0.562
409,120774.79415631294,-0.445,0.792
410,121069.03753376007,-0.285,0.308
411,121364.31356167793,-0.04,0.622
412,121658.71277022362,-1.008,1.004
413,121953.0893330574,-0.165,0.389
414,122248.30492401123,-0.997,0.457
415,122545.62427091599,-0.573,0.735
416,122840.31626009941,-0.597,0.67
417,123135.87724375725,-0.418,0.396
418,123430.5518078804,-0.617,1.122
419,123725.41916012764,0.085,0.148
420,124019.87498021126,-0.353,0.404
421,124317.10639691353,0.128,0.139
422,124611.39094209671,-0.865,1.464
423,124905.94165086746,-0.205,0.614
424,125200.40816283226,0.077,0.765
425,125495.44065880775,-0.888,0.431
426,125790.00287127495,-0.115,0.288
427,126087.86162757874,-0.593,0.495
428,126382.77289175987,-0.383,0.473
429,126677.46435499191,-0.647,0.571
430,126971.75040197372,-0.167,0.52
431,127266.55531835556,-0.627,0.866
432,127560.7024178505,-0.57,0.52
433,127857.92040991783,-1.218,1.444
434,128152.21722650528,0.083,0.108
435,128446.9223780632,-0.18,0.369
436,128742.07870936394,-0.627,0.821
437,129037.08236145973,-0.603,0.519
438,129331.39702868462,-0.462,0.586
439,129628.79177570343,-0.105,1.029
440,129923.39698982239,-0.613,0.954
441,130217.56358027458,-0.055,0.112
442,130512.01231837273,-0.43,0.951
443,130806.88887166977,0.198,0.168
444,131101.9842672348,-0.335,0.4
445,131399.31732153893,-0.75,0.704
446,131694.19932937622,-0.838,0.425
447,131988.30874824524,-0.975,1.127
448,132283.33436870575,-0.688,0.544
449,132577.76271152496,-0.537,0.59
450,132872.1228466034,0.018,0.131
451,133169.36864471436,-0.815,1.172
452,133464.20620536804,-1.052,0.831
453,133759.11582779884,-0.253,0.652
454,134053.87698435783,-0.838,0.225
455,134348.50462532043,-1.15,0.225
456,134642.2388472557,0.108,0.153
457,134940.02372312546,-0.345,0.744
458,135234.7041838169,-0.887,0.634
459,135529.69230985641,-0.228,0.667
460,135824.27080750465,-0.573,1.017
461,136119.0120933056,-0.355,0.584
462,136413.545784235,-0.795,0.6
463,136711.12661218643,-0.34,0.616
464,137005.36106181145,-0.915,0.408
465,137299.82273125648,-0.263,0.347
466,137594.8932170868,-0.17,0.472
467,137889.0519015789,0.01,0.124
468,138183.50113844872,-0.515,0.505
469,138480.90968585014,-0.175,0.509
470,138776.06955194473,-1.295,0.847
471,139070.78446936607,-0.307,0.638
472,139365.57770061493,-0.053,0.233
473,139661.1120646,-0.335,0.665
474,139955.64551377296,-0.683,0.49
475,140252.9313838482,-0.198,0.523
476,140547.2662410736,-0.547,0.568
477,140841.96476221085,-0.77,0.732
478,141136.26890540123,-1.137,0.23
479,141430.8684539795,-0.415,0.827
480,141726.0040154457,-0.205,0.547
481,142023.66957950592,-0.705,0.604
482,142318.49187660217,-0.277,0.504
483,142612.97563552856,-1.052,0.162
484,142907.59147667885,0.063,0.307
485,143202.51757264137,-0.445,0.528
486,143496.74243879318,0.017,0.029
487,143794.16821098328,-0.485,0.497
488,144089.15934967995,-0.802,0.595
489,144383.2084941864,-1.107,0.022
490,144678.05533242226,-0.272,0.632
491,144972.4692697525,-0.825,0.601
492,145266.38779306412,-0.305,0.49
493,145564.71202158928,-0.245,0.657
494,145859.25732636452,-1.155,0.855
495,146153.22971320152,-0.13,0.507
496,146448.1817355156,-0.6,0.554
497,146743.82038617134,-0.035,0.224
498,147037.86529231071,-0.54,0.774
499,147335.6477303505,-0.13,0.347
500,147630.67335939407,-0.748,0.539
501,147925.55711364746,-0.535,0.469
502,148220.88044667244,-0.393,0.64
503,148516.35994267464,-0.882,0.482
504,148810.6739358902,-0.61,0.456
505,149107.50016522408,-0.537,0.655
506,149402.39687776566,-0.44,0.63
507,149697.068046093,-0.62,0.77
508,149992.29865527153,0.103,0.159
509,150286.86969971657,-0.308,0.544
510,150581.2750067711,-0.2,0.272
511,150879.068598032,-0.558,1.003
512,151173.67840957642,-0.843,0.824
513,151468.19517230988,-0.243,0.503
514,151762.72975373268,-0.738,0.717
515,152057.73373699188,-0.527,0.786
516,152352.00197386742,-0.425,0.582
517,152649.55553531647,-0.17,0.416
518,152944.33208084106,-0.067,0.495
519,153238.3052022457,-0.22,0.524
520,153532.73295092583,-0.573,0.893
521,153826.33607125282,-1.212,0.669
522,154120.66397809982,-0.203,0.666
523,154418.67325687408,-0.355,0.509
524,154713.46421074867,-0.648,0.85
525,155007.01227474213,-0.32,0.485
526,155302.08649802208,-0.307,0.668
527,155597.0064175129,-0.28,0.467
528,155891.56121230125,-0.62,0.975
529,156188.62845611572,-0.71,0.72
530,156483.18445277214,-0.412,0.691
531,156777.95324587822,-0.31,0.544
532,157072.97470378876,-0.58,0.604
533,157367.74476361275,-0.383,0.53
534,157662.11926436424,-0.315,0.611
535,157959.28373336792,-0.29,0.56
536,158253.31762957573,0.1,0.265
537,158547.8060708046,-0.475,0.639
538,158842.2571387291,-0.02,0.11
539,159137.78733444214,-1.182,1.108
540,159432.49236679077,-0.275,0.53
541,159729.81045913696,-0.228,0.664
542,160024.73984742165,-0.24,0.598
543,160319.6855390072,-0.105,0.546
544,160614.0357952118,-0.345,0.524
545,160909.0497815609,0.305,0.583
546,161203.8331155777,-1.25,1.44
547,161501.0227754116,-0.695,1.002
548,161795.66525053978,-0.565,0.542
549,162090.6503314972,0.167,0.964
550,162384.95322465897,-0.225,0.099
551,162679.47580313683,-0.023,0.381
552,162974.2460961342,-0.545,0.596
553,163271.3789358139,-0.042,0.379
554,163566.06125807762,-0.432,0.5
555,163860.5925502777,-0.258,0.76
556,164154.30099272728,-0.235,0.453
557,164448.9333639145,-0.565,0.546
558,164743.2977092266,-0.037,0.202
559,165041.173412323,-0.805,0.952
560,165336.01905941963,-0.395,0.389
561,165631.04433059692,-0.507,0.538
562,165924.80031442642,-0.32,0.52
563,166219.19777989388,0.075,0.228
564,166514.1525259018,-0.578,0.955
565,166810.96986675262,0.073,0.214
566,167104.92102742195,-0.415,0.619
567,167398.52953267097,-0.147,0.708
568,167692.76053142548,-0.115,0.573
569,167987.14721989632,-0.375,0.545
570,168281.4952299595,-0.225,0.717
571,168578.96230578423,-0.498,0.533
572,168873.73768353462,-0.522,0.616
573,169168.40089321136,-0.58,0.59
574,169462.7873594761,-0.335,0.682
575,169757.61775541306,-0.918,1.828
576,170051.7737004757,-0.882,1.619
577,170348.8113772869,0.0,0.148
578,170643.68295907974,-0.09,0.708
579,170938.6874961853,-0.798,1.36
580,171233.18549251556,-0.823,0.492
581,171528.19661784172,-0.865,0.449
582,171823.06177902222,-0.345,0.511
583,172120.56847071648,-0.31,0.775
584,172415.50595617294,-0.47,0.455
585,172710.35809230804,-0.157,0.629
586,173004.95343112946,-0.395,0.643
587,173300.3715350628,-0.1,0.417
588,173594.9905977249,-0.7,0.957
589,173892.14390563965,-0.012,0.25
590,174186.7167286873,-0.542,0.756
591,174481.6495873928,-0.502,0.38
592,174775.74649572372,-0.147,0.558
593,175069.94013690948,-0.54,0.573
594,175364.7359972,-0.568,1.08
595,175661.80081820488,-0.672,0.431
596,175956.06937122345,-0.253,0.498
597,176250.57382583618,-0.932,0.194
598,176544.61971449852,-0.068,0.29
599,176839.0819568634,-0.393,0.66
600,177133.71828460693,-0.48,0.719
601,177431.09918737411,-0.492,0.457
602,177725.72381973267,-1.127,0.114
603,178019.29492402077,-0.553,0.816
604,178314.04877638817,-0.303,0.559
605,178608.8232176304,-0.183,0.183
606,178903.41842556,0.05,0.196
607,179200.32324886322,-0.265,0.691
608,179494.69774651527,-0.435,0.602
609,179788.86873197556,-0.755,0.706
610,180084.13679409027,-0.165,0.581
611,180378.6106929779,-0.312,0.406
612,180673.61709547043,-0.098,0.574
613,180970.78049826622,-0.825,0.618
614,181265.44172263145,-0.51,0.976
615,181559.7568025589,-0.93,0.61
616,181854.078902483,-0.6,0.233
617,182148.6234562397,-0.28,0.662
618,182443.19946813583,-0.235,0.574
619,182740.3783071041,-1.188,0.598
620,183034.91321611404,-0.41,0.271
621,183329.8609700203,-0.25,0.589
622,183624.31717181206,-0.067,0.313
623,183918.7361178398,-0.175,0.576
624,184213.7033917904,-0.685,0.496
625,184510.93422603607,-0.865,0.438
626,184805.6140370369,-0.778,1.244
627,185099.32639622688,-0.703,0.591
628,185394.31297707558,-0.548,0.628
629,185689.25890946388,-0.39,0.475
630,185983.71958088875,-0.02,0.13
631,186280.8146173954,-0.825,0.438
632,186574.96174931526,-0.383,0.992
633,186869.36695098877,0.18,0.376
634,187164.88219594955,-0.297,0.593
635,187459.41695046425,0.083,0.073
636,187753.86125349998,-0.107,0.972
637,188051.66931557655,-0.557,0.503
638,188346.68853735924,-0.635,0.563
639,188641.759847641,0.098,0.057
640,188936.9775543213,-0.603,0.669
641,189232.7296078205,-0.763,0.729
642,189527.27713370323,-0.255,0.747
643,189824.2866024971,-0.435,0.574
644,190118.80938386917,-0.235,0.522
645,190413.71410131454,-0.327,0.498
646,190708.4118461609,-0.795,0.49
647,191003.0598769188,-0.78,0.769
648,191297.97424840927,-0.975,1.291
649,191595.30698609352,-0.675,0.825
650,191889.86778378487,-0.05,0.386
651,192184.75560808182,-0.47,0.579
652,192479.08516669273,-0.662,0.527
653,192772.90098786354,-0.547,0.345
654,193067.8427336216,-0.345,0.476
655,193364.95468902588,-0.723,1.091
656,193659.99607133865,0.078,0.123
657,193954.89011454582,-0.453,0.45
658,194249.37506055832,-0.657,0.718
659,194544.86056637764,-0.242,0.718
660,194839.47104024887,-0.862,1.472
661,195137.069750309,-0.22,0.687
662,195431.61149024963,-0.253,0.253
663,195726.14494609833,-0.8,0.824
664,196021.14350008965,-0.318,0.345
665,196316.06179070473,0.055,0.144
666,196611.1463022232,-1.04,0.917
667,196909.23549079895,-0.652,0.906
668,197203.7317404747,0.145,0.211
669,197497.76794362068,-1.125,0.74
670,197793.23518562317,-0.22,0.464
671,198087.44611120224,-0.72,0.493
672,198382.09107732773,-0.278,0.588
673,198679.7893280983,-0.528,0.698
674,198974.12329506874,-0.212,0.695
675,199268.55941462517,-0.463,0.606
676,199563.26693868637,-0.415,0.634
677,199857.8534066677,-0.233,0.688
678,200152.31297326088,-0.545,0.508
679,200449.91898417473,-0.067,0.146
680,200743.8565864563,-0.408,0.52
681,201037.89522719383,-0.57,0.781
682,201332.7863793373,-0.328,0.665
683,201627.4814453125,0.05,0.202
684,201921.8086411953,-0.785,0.554
685,202219.10461854935,-0.365,0.626
686,202513.3814175129,-0.08,0.257
687,202808.19818019867,-0.638,0.354
688,203102.1970038414,-0.33,0.567
689,203396.8558394909,-0.115,0.49
690,203691.23985815048,-0.4,0.645
691,203989.3473968506,-0.573,0.475
692,204283.99681401253,-0.263,0.485
693,204578.11090135574,-0.61,0.815
694,204872.62951254845,-0.268,0.345
695,205167.2468252182,-0.867,0.507
696,205461.97427392006,-0.217,0.917
697,205759.5489127636,0.012,0.17
698,206053.7418231964,-0.273,0.477
699,206348.16312146187,-0.518,0.724
700,206641.9227397442,-0.435,0.603
701,206936.91627812386,-0.522,0.577
702,207231.90126562119,-0.52,0.501
703,207528.84423804283,-1.025,0.247
704,207823.5660557747,-0.56,0.61
705,208117.70712137222,-0.545,0.603
706,208412.31042599678,0.02,0.255
707,208707.1251502037,-0.627,0.627
708,209001.47274136543,-0.273,0.687
709,209298.76415896416,-0.218,0.598
710,209593.65186023712,-0.555,0.76
711,209888.26273036003,-0.955,0.106
712,210183.24613165855,-0.27,0.08
713,210477.95910477638,-0.365,0.572
714,210772.7365345955,-0.775,0.536
715,211069.75668287277,-0.265,0.447
716,211364.3899796009,-0.43,0.331
717,211658.93266916275,-1.095,0.026
718,211953.66917157173,-0.202,0.622
719,212248.18369317055,-0.17,0.551
720,212543.03310775757,-0.792,0.512
721,212839.9287238121,-0.14,0.207
722,213134.2596461773,-0.728,0.357
723,213428.3213171959,0.007,0.187
724,213722.44032931328,-0.178,0.611
725,214016.82606959343,-0.47,1.024
726,214310.53766536713,-0.518,0.549
727,214607.50639986992,-0.482,0.57
728,214902.1255941391,-0.525,0.63
729,215197.17825484276,-0.163,0.515
730,215492.2032995224,-0.115,0.281
731,215786.89156508446,-0.183,0.412
732,216081.5308921337,-0.29,0.83
733,216378.89843821526,-0.382,0.541
734,216673.09674549103,-0.588,0.828
735,216968.10810804367,-0.225,0.495
736,217262.35731840134,0.22,0.593
737,217556.5418934822,-0.59,0.583
738,217852.11119699478,-0.02,0.059
