,time,reward_mean,reward_std
0,72.15606427192688,139.55,117.262
1,422.5400812625885,112.1,154.07
2,768.0854606628418,278.5,230.429
3,1112.8561842441559,203.5,83.048
4,1460.7091472148895,203.0,82.579
5,1809.5189294815063,203.5,82.642
6,2157.3277661800385,203.5,82.666
7,2509.538954257965,203.25,82.935
8,2856.7781608104706,203.75,83.164
9,3201.426949262619,204.0,82.341
10,3543.780380487442,192.0,55.994
11,3892.5269117355347,235.0,46.526
12,4241.875005722046,241.5,162.582
13,4596.729036808014,266.5,92.306
14,4948.054743528366,267.0,92.628
15,5302.960351228714,241.56,81.005
16,5704.276302576065,224.63,123.674
17,6110.463795185089,277.75,74.639
18,6513.697633266449,370.0,73.376
19,6908.357020616531,115.8,73.894
20,7297.082589864731,310.0,120.778
21,7682.779346704483,280.75,136.177
22,8066.514755964279,325.25,161.785
23,8446.224685668945,76.878,68.385
24,8822.70813703537,258.0,97.242
25,9204.149900197983,154.093,42.577
26,9580.246287107468,130.757,83.837
27,9959.905883073807,211.0,52.877
28,10337.766674041748,208.75,42.805
29,10709.396727085114,208.25,71.472
30,11087.699018001556,245.5,48.925
31,11460.771396636963,277.473,116.572
32,11825.274065732956,225.0,76.759
33,12198.631776094437,208.738,123.956
34,12570.375237464905,238.25,36.5
35,12906.575433015823,203.185,65.369
36,13261.160351276398,114.407,136.685
37,13633.155124902725,176.865,98.643
38,13972.04109954834,161.785,79.467
39,14316.829434156418,197.4,99.378
40,14662.929862737656,256.0,35.327
41,15000.753777980804,86.062,63.623
42,15344.311028718948,354.5,50.023
43,15689.453495264053,383.75,154.157
44,16026.977433919907,256.75,67.208
45,16362.081256866455,106.602,97.206
46,16696.43948173523,271.105,194.517
47,17030.689796209335,302.75,174.064
48,17372.350900173187,173.977,147.008
49,17717.70960855484,69.95,47.636
50,18044.416020154953,232.85,81.813
51,18361.1792447567,208.935,133.183
52,18692.849048376083,103.253,101.28
53,19025.569531679153,100.752,60.182
54,19362.01662492752,280.5,65.184
55,19707.698741436005,139.068,67.198
56,20041.191006422043,90.742,103.317
57,20382.621341228485,206.703,151.959
58,20724.714992761612,254.25,75.305
59,21061.07049012184,71.63,58.01
60,21394.527651548386,245.5,59.028
61,21737.82107615471,230.25,83.564
62,22076.88858985901,144.108,121.772
63,22415.199439287186,285.5,75.093
64,22750.97673177719,342.0,46.296
65,23090.587344408035,261.5,91.398
66,23427.594465255737,333.5,65.343
67,23773.27994966507,177.1,155.519
68,24116.160573244095,267.575,188.378
69,24454.955938577652,353.0,76.638
70,24797.87032675743,185.105,151.699
71,25139.76679444313,240.585,115.364
72,25480.748280525208,283.275,150.651
73,25824.94527053833,256.92,72.758
74,26166.774247169495,123.617,114.075
75,26512.392072439194,250.355,147.337
76,26852.20200562477,315.0,51.029
77,27196.993969917297,189.587,151.045
78,27538.118220806122,35.793,33.33
79,27879.215983390808,295.5,82.177
80,28210.082178115845,249.6,71.592
81,28547.774252653122,111.2,102.707
82,28891.65257549286,389.5,96.545
83,29227.56493330002,130.675,61.385
84,29558.400208473206,210.0,28.983
85,29875.72973060608,211.24,21.401
86,30209.186635017395,97.143,66.395
87,30550.060349941254,238.458,152.755
88,30879.73570251465,283.5,62.04
89,31190.74370288849,286.0,37.202
90,31524.053637742996,127.82,105.664
91,31862.253582000732,376.5,59.271
92,32199.307836532593,241.5,71.393
93,32536.121280908585,262.26,194.374
94,32875.65318250656,207.865,71.998
95,33217.656797885895,356.0,103.06
96,33552.4110147953,169.55,115.139
97,33891.53125023842,138.64,39.061
98,34220.98225450516,285.0,51.264
99,34531.857677698135,271.5,65.429
100,34851.73108792305,186.73,75.734
101,35186.64349079132,290.75,55.048
102,35526.72076678276,275.5,30.61
103,35876.14929151535,280.75,23.415
104,36223.85352373123,281.25,23.796
105,36573.55288910866,281.0,23.903
106,36923.82067704201,281.25,23.796
107,37271.53018569946,281.5,24.132
108,37620.93490457535,282.0,23.166
